ID	Label	Type	hasFloatValue	hasUnit
ID	LABEL	TYPE	AT gc:hasFloatValue^^xsd:float	I gc:hasUnit
ex:freqval_caa003b_38	Frequency mode 38 caa003b	gc:FloatValue	3668.27	gc:cm-1
ex:freqval_caa003b_39	Frequency mode 39 caa003b	gc:FloatValue	3718.66	gc:cm-1
ex:intval_caa003b_1	IR intensity mode 1 caa003b	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_2	IR intensity mode 2 caa003b	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_3	IR intensity mode 3 caa003b	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_4	IR intensity mode 4 caa003b	gc:FloatValue	0.00299	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_5	IR intensity mode 5 caa003b	gc:FloatValue	0.07747	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_6	IR intensity mode 6 caa003b	gc:FloatValue	0.08334	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_7	IR intensity mode 7 caa003b	gc:FloatValue	0.22499	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_8	IR intensity mode 8 caa003b	gc:FloatValue	0.12085	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_9	IR intensity mode 9 caa003b	gc:FloatValue	0.16568	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_10	IR intensity mode 10 caa003b	gc:FloatValue	0.07247	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_11	IR intensity mode 11 caa003b	gc:FloatValue	3.15928	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_12	IR intensity mode 12 caa003b	gc:FloatValue	0.36143	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_13	IR intensity mode 13 caa003b	gc:FloatValue	0.28601	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_14	IR intensity mode 14 caa003b	gc:FloatValue	1.83623	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_15	IR intensity mode 15 caa003b	gc:FloatValue	0.29837	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_16	IR intensity mode 16 caa003b	gc:FloatValue	7.4233	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_17	IR intensity mode 17 caa003b	gc:FloatValue	8.10904	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_18	IR intensity mode 18 caa003b	gc:FloatValue	1.78151	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_19	IR intensity mode 19 caa003b	gc:FloatValue	2.3263	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_20	IR intensity mode 20 caa003b	gc:FloatValue	0.62187	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_21	IR intensity mode 21 caa003b	gc:FloatValue	4.59939	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_22	IR intensity mode 22 caa003b	gc:FloatValue	8.91621	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_23	IR intensity mode 23 caa003b	gc:FloatValue	0.12633	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_24	IR intensity mode 24 caa003b	gc:FloatValue	0.96492	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_25	IR intensity mode 25 caa003b	gc:FloatValue	0.40732	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_26	IR intensity mode 26 caa003b	gc:FloatValue	0.38268	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_27	IR intensity mode 27 caa003b	gc:FloatValue	0.19001	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_28	IR intensity mode 28 caa003b	gc:FloatValue	0.34063	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_29	IR intensity mode 29 caa003b	gc:FloatValue	0.49236	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_30	IR intensity mode 30 caa003b	gc:FloatValue	2.30232	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_31	IR intensity mode 31 caa003b	gc:FloatValue	4.18583	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_32	IR intensity mode 32 caa003b	gc:FloatValue	2.0842	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_33	IR intensity mode 33 caa003b	gc:FloatValue	0.28096	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_34	IR intensity mode 34 caa003b	gc:FloatValue	2.63255	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_35	IR intensity mode 35 caa003b	gc:FloatValue	1.03188	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_36	IR intensity mode 36 caa003b	gc:FloatValue	7.11734	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_37	IR intensity mode 37 caa003b	gc:FloatValue	0.04989	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_38	IR intensity mode 38 caa003b	gc:FloatValue	1.19277	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003b_39	IR intensity mode 39 caa003b	gc:FloatValue	0.67357	gc:debyeSquaredPerAmuAngstromSquared
ex:freqval_caa003c_1	Frequency mode 1 caa003c	gc:FloatValue	0.32	gc:cm-1
ex:freqval_caa003c_2	Frequency mode 2 caa003c	gc:FloatValue	0.16	gc:cm-1
ex:freqval_caa003c_3	Frequency mode 3 caa003c	gc:FloatValue	0.1	gc:cm-1
ex:freqval_caa003c_4	Frequency mode 4 caa003c	gc:FloatValue	13.8	gc:cm-1
ex:freqval_caa003c_5	Frequency mode 5 caa003c	gc:FloatValue	20.61	gc:cm-1
ex:freqval_caa003c_6	Frequency mode 6 caa003c	gc:FloatValue	37.28	gc:cm-1
ex:freqval_caa003c_7	Frequency mode 7 caa003c	gc:FloatValue	58.15	gc:cm-1
ex:freqval_caa003c_8	Frequency mode 8 caa003c	gc:FloatValue	66.78	gc:cm-1
ex:freqval_caa003c_9	Frequency mode 9 caa003c	gc:FloatValue	96.17	gc:cm-1
ex:freqval_caa003c_10	Frequency mode 10 caa003c	gc:FloatValue	129.1	gc:cm-1
ex:freqval_caa003c_11	Frequency mode 11 caa003c	gc:FloatValue	169.1	gc:cm-1
ex:freqval_caa003c_12	Frequency mode 12 caa003c	gc:FloatValue	230.11	gc:cm-1
ex:freqval_caa003c_13	Frequency mode 13 caa003c	gc:FloatValue	246.36	gc:cm-1
ex:freqval_caa003c_14	Frequency mode 14 caa003c	gc:FloatValue	317.36	gc:cm-1
ex:freqval_caa003c_15	Frequency mode 15 caa003c	gc:FloatValue	347.62	gc:cm-1
ex:freqval_caa003c_16	Frequency mode 16 caa003c	gc:FloatValue	384.53	gc:cm-1
ex:freqval_caa003c_17	Frequency mode 17 caa003c	gc:FloatValue	431.55	gc:cm-1
ex:freqval_caa003c_18	Frequency mode 18 caa003c	gc:FloatValue	445.1	gc:cm-1
ex:freqval_caa003c_19	Frequency mode 19 caa003c	gc:FloatValue	465.07	gc:cm-1
ex:freqval_caa003c_20	Frequency mode 20 caa003c	gc:FloatValue	521.26	gc:cm-1
ex:freqval_caa003c_21	Frequency mode 21 caa003c	gc:FloatValue	702.51	gc:cm-1
ex:freqval_caa003c_22	Frequency mode 22 caa003c	gc:FloatValue	810.87	gc:cm-1
ex:freqval_caa003c_23	Frequency mode 23 caa003c	gc:FloatValue	896.75	gc:cm-1
ex:freqval_caa003c_24	Frequency mode 24 caa003c	gc:FloatValue	1051.02	gc:cm-1
ex:freqval_caa003c_25	Frequency mode 25 caa003c	gc:FloatValue	1160.15	gc:cm-1
ex:freqval_caa003c_26	Frequency mode 26 caa003c	gc:FloatValue	1294.6	gc:cm-1
ex:freqval_caa003c_27	Frequency mode 27 caa003c	gc:FloatValue	1382.14	gc:cm-1
ex:freqval_caa003c_28	Frequency mode 28 caa003c	gc:FloatValue	1507.12	gc:cm-1
ex:freqval_caa003c_29	Frequency mode 29 caa003c	gc:FloatValue	1536.87	gc:cm-1
ex:freqval_caa003c_30	Frequency mode 30 caa003c	gc:FloatValue	1716.13	gc:cm-1
ex:freqval_caa003c_31	Frequency mode 31 caa003c	gc:FloatValue	1722.53	gc:cm-1
ex:freqval_caa003c_32	Frequency mode 32 caa003c	gc:FloatValue	1738.1	gc:cm-1
ex:freqval_caa003c_33	Frequency mode 33 caa003c	gc:FloatValue	2987.96	gc:cm-1
ex:freqval_caa003c_34	Frequency mode 34 caa003c	gc:FloatValue	3097.09	gc:cm-1
ex:freqval_caa003c_35	Frequency mode 35 caa003c	gc:FloatValue	3219.03	gc:cm-1
ex:freqval_caa003c_36	Frequency mode 36 caa003c	gc:FloatValue	3400.64	gc:cm-1
ex:freqval_caa003c_37	Frequency mode 37 caa003c	gc:FloatValue	3604.9	gc:cm-1
ex:freqval_caa003c_38	Frequency mode 38 caa003c	gc:FloatValue	3667.75	gc:cm-1
ex:freqval_caa003c_39	Frequency mode 39 caa003c	gc:FloatValue	3727.01	gc:cm-1
ex:intval_caa003c_1	IR intensity mode 1 caa003c	gc:FloatValue	1e-05	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_2	IR intensity mode 2 caa003c	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_3	IR intensity mode 3 caa003c	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_4	IR intensity mode 4 caa003c	gc:FloatValue	0.01161	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_5	IR intensity mode 5 caa003c	gc:FloatValue	0.07145	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_6	IR intensity mode 6 caa003c	gc:FloatValue	0.08051	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_7	IR intensity mode 7 caa003c	gc:FloatValue	0.17486	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_8	IR intensity mode 8 caa003c	gc:FloatValue	0.08882	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_9	IR intensity mode 9 caa003c	gc:FloatValue	0.13297	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_10	IR intensity mode 10 caa003c	gc:FloatValue	0.23446	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_11	IR intensity mode 11 caa003c	gc:FloatValue	0.07058	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_12	IR intensity mode 12 caa003c	gc:FloatValue	1.16484	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_13	IR intensity mode 13 caa003c	gc:FloatValue	1.08823	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_14	IR intensity mode 14 caa003c	gc:FloatValue	3.11363	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_15	IR intensity mode 15 caa003c	gc:FloatValue	1.60601	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_16	IR intensity mode 16 caa003c	gc:FloatValue	5.79596	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_17	IR intensity mode 17 caa003c	gc:FloatValue	2.70476	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_18	IR intensity mode 18 caa003c	gc:FloatValue	6.31677	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_19	IR intensity mode 19 caa003c	gc:FloatValue	3.59325	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_20	IR intensity mode 20 caa003c	gc:FloatValue	0.76374	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_21	IR intensity mode 21 caa003c	gc:FloatValue	3.83561	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_22	IR intensity mode 22 caa003c	gc:FloatValue	9.48234	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_23	IR intensity mode 23 caa003c	gc:FloatValue	0.14188	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_24	IR intensity mode 24 caa003c	gc:FloatValue	1.00782	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_25	IR intensity mode 25 caa003c	gc:FloatValue	0.49712	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_26	IR intensity mode 26 caa003c	gc:FloatValue	0.36965	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_27	IR intensity mode 27 caa003c	gc:FloatValue	0.22007	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_28	IR intensity mode 28 caa003c	gc:FloatValue	0.43126	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_29	IR intensity mode 29 caa003c	gc:FloatValue	0.45677	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_30	IR intensity mode 30 caa003c	gc:FloatValue	1.80168	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_31	IR intensity mode 31 caa003c	gc:FloatValue	4.66799	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_32	IR intensity mode 32 caa003c	gc:FloatValue	2.10492	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_33	IR intensity mode 33 caa003c	gc:FloatValue	1.30647	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_34	IR intensity mode 34 caa003c	gc:FloatValue	2.4036	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_35	IR intensity mode 35 caa003c	gc:FloatValue	1.01344	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_36	IR intensity mode 36 caa003c	gc:FloatValue	7.82869	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_37	IR intensity mode 37 caa003c	gc:FloatValue	0.08875	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_38	IR intensity mode 38 caa003c	gc:FloatValue	1.15804	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003c_39	IR intensity mode 39 caa003c	gc:FloatValue	0.79767	gc:debyeSquaredPerAmuAngstromSquared
ex:freqval_caa003d_1	Frequency mode 1 caa003d	gc:FloatValue	-75.64	gc:cm-1
ex:freqval_caa003d_2	Frequency mode 2 caa003d	gc:FloatValue	-52.12	gc:cm-1
ex:freqval_caa003d_3	Frequency mode 3 caa003d	gc:FloatValue	0.61	gc:cm-1
ex:freqval_caa003d_4	Frequency mode 4 caa003d	gc:FloatValue	0.19	gc:cm-1
ex:freqval_caa003d_5	Frequency mode 5 caa003d	gc:FloatValue	0.11	gc:cm-1
ex:freqval_caa003d_6	Frequency mode 6 caa003d	gc:FloatValue	15.07	gc:cm-1
ex:freqval_caa003d_7	Frequency mode 7 caa003d	gc:FloatValue	17.5	gc:cm-1
ex:freqval_caa003d_8	Frequency mode 8 caa003d	gc:FloatValue	36.62	gc:cm-1
ex:freqval_caa003d_9	Frequency mode 9 caa003d	gc:FloatValue	81.39	gc:cm-1
ex:freqval_caa003d_10	Frequency mode 10 caa003d	gc:FloatValue	129.23	gc:cm-1
ex:freqval_caa003d_11	Frequency mode 11 caa003d	gc:FloatValue	194.65	gc:cm-1
ex:freqval_caa003d_12	Frequency mode 12 caa003d	gc:FloatValue	200.26	gc:cm-1
ex:freqval_caa003d_13	Frequency mode 13 caa003d	gc:FloatValue	237.09	gc:cm-1
ex:freqval_caa003d_14	Frequency mode 14 caa003d	gc:FloatValue	286.79	gc:cm-1
ex:freqval_caa003d_15	Frequency mode 15 caa003d	gc:FloatValue	289.66	gc:cm-1
ex:freqval_caa003d_16	Frequency mode 16 caa003d	gc:FloatValue	316.49	gc:cm-1
ex:freqval_caa003d_17	Frequency mode 17 caa003d	gc:FloatValue	383.51	gc:cm-1
ex:freqval_caa003d_18	Frequency mode 18 caa003d	gc:FloatValue	425.01	gc:cm-1
ex:freqval_caa003d_19	Frequency mode 19 caa003d	gc:FloatValue	464.06	gc:cm-1
ex:freqval_caa003d_20	Frequency mode 20 caa003d	gc:FloatValue	525.3	gc:cm-1
ex:freqval_caa003d_21	Frequency mode 21 caa003d	gc:FloatValue	701.77	gc:cm-1
ex:freqval_caa003d_22	Frequency mode 22 caa003d	gc:FloatValue	842.72	gc:cm-1
ex:freqval_caa003d_23	Frequency mode 23 caa003d	gc:FloatValue	892.25	gc:cm-1
ex:freqval_caa003d_24	Frequency mode 24 caa003d	gc:FloatValue	1042.84	gc:cm-1
ex:freqval_caa003d_25	Frequency mode 25 caa003d	gc:FloatValue	1188.14	gc:cm-1
ex:freqval_caa003d_26	Frequency mode 26 caa003d	gc:FloatValue	1332.99	gc:cm-1
ex:freqval_caa003d_27	Frequency mode 27 caa003d	gc:FloatValue	1372.28	gc:cm-1
ex:freqval_caa003d_28	Frequency mode 28 caa003d	gc:FloatValue	1519.2	gc:cm-1
ex:freqval_caa003d_29	Frequency mode 29 caa003d	gc:FloatValue	1531.2	gc:cm-1
ex:freqval_caa003d_30	Frequency mode 30 caa003d	gc:FloatValue	1696.16	gc:cm-1
ex:freqval_caa003d_31	Frequency mode 31 caa003d	gc:FloatValue	1722.55	gc:cm-1
ex:freqval_caa003d_32	Frequency mode 32 caa003d	gc:FloatValue	1737.77	gc:cm-1
ex:freqval_caa003d_33	Frequency mode 33 caa003d	gc:FloatValue	2951.92	gc:cm-1
ex:freqval_caa003d_34	Frequency mode 34 caa003d	gc:FloatValue	3097.53	gc:cm-1
ex:freqval_caa003d_35	Frequency mode 35 caa003d	gc:FloatValue	3217.09	gc:cm-1
ex:freqval_caa003d_36	Frequency mode 36 caa003d	gc:FloatValue	3353.1	gc:cm-1
ex:freqval_caa003d_37	Frequency mode 37 caa003d	gc:FloatValue	3604.07	gc:cm-1
ex:freqval_caa003d_38	Frequency mode 38 caa003d	gc:FloatValue	3664.46	gc:cm-1
ex:freqval_caa003d_39	Frequency mode 39 caa003d	gc:FloatValue	3723.43	gc:cm-1
ex:intval_caa003d_1	IR intensity mode 1 caa003d	gc:FloatValue	0.20529	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_2	IR intensity mode 2 caa003d	gc:FloatValue	0.27123	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_3	IR intensity mode 3 caa003d	gc:FloatValue	6e-05	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_4	IR intensity mode 4 caa003d	gc:FloatValue	2e-05	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_5	IR intensity mode 5 caa003d	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_6	IR intensity mode 6 caa003d	gc:FloatValue	0.0357	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_7	IR intensity mode 7 caa003d	gc:FloatValue	0.1667	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_8	IR intensity mode 8 caa003d	gc:FloatValue	0.2163	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_9	IR intensity mode 9 caa003d	gc:FloatValue	0.15714	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_10	IR intensity mode 10 caa003d	gc:FloatValue	0.08703	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_11	IR intensity mode 11 caa003d	gc:FloatValue	0.06539	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_12	IR intensity mode 12 caa003d	gc:FloatValue	2.33541	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_13	IR intensity mode 13 caa003d	gc:FloatValue	3.33544	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_14	IR intensity mode 14 caa003d	gc:FloatValue	4.19623	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_15	IR intensity mode 15 caa003d	gc:FloatValue	1.77944	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_16	IR intensity mode 16 caa003d	gc:FloatValue	4.71121	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_17	IR intensity mode 17 caa003d	gc:FloatValue	3.77893	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_18	IR intensity mode 18 caa003d	gc:FloatValue	2.36691	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_19	IR intensity mode 19 caa003d	gc:FloatValue	2.00216	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_20	IR intensity mode 20 caa003d	gc:FloatValue	0.77086	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_21	IR intensity mode 21 caa003d	gc:FloatValue	3.04707	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_22	IR intensity mode 22 caa003d	gc:FloatValue	10.30517	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_23	IR intensity mode 23 caa003d	gc:FloatValue	0.20494	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_24	IR intensity mode 24 caa003d	gc:FloatValue	1.46191	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_25	IR intensity mode 25 caa003d	gc:FloatValue	0.75662	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_26	IR intensity mode 26 caa003d	gc:FloatValue	0.39125	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_27	IR intensity mode 27 caa003d	gc:FloatValue	0.28252	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_28	IR intensity mode 28 caa003d	gc:FloatValue	0.79364	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_29	IR intensity mode 29 caa003d	gc:FloatValue	0.36576	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_30	IR intensity mode 30 caa003d	gc:FloatValue	3.93086	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_31	IR intensity mode 31 caa003d	gc:FloatValue	2.40167	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_32	IR intensity mode 32 caa003d	gc:FloatValue	2.2821	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_33	IR intensity mode 33 caa003d	gc:FloatValue	10.34727	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_34	IR intensity mode 34 caa003d	gc:FloatValue	1.93404	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_35	IR intensity mode 35 caa003d	gc:FloatValue	0.85123	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_36	IR intensity mode 36 caa003d	gc:FloatValue	9.45439	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_37	IR intensity mode 37 caa003d	gc:FloatValue	0.15133	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_38	IR intensity mode 38 caa003d	gc:FloatValue	0.98497	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa003d_39	IR intensity mode 39 caa003d	gc:FloatValue	1.27804	gc:debyeSquaredPerAmuAngstromSquared
ex:freqval_caa004a_1	Frequency mode 1 caa004a	gc:FloatValue	8.08	gc:cm-1
ex:freqval_caa004a_2	Frequency mode 2 caa004a	gc:FloatValue	6.23	gc:cm-1
ex:freqval_caa004a_3	Frequency mode 3 caa004a	gc:FloatValue	0.15	gc:cm-1
ex:freqval_caa004a_4	Frequency mode 4 caa004a	gc:FloatValue	0.12	gc:cm-1
ex:freqval_caa004a_5	Frequency mode 5 caa004a	gc:FloatValue	0.08	gc:cm-1
ex:freqval_caa004a_6	Frequency mode 6 caa004a	gc:FloatValue	13.31	gc:cm-1
ex:freqval_caa004a_7	Frequency mode 7 caa004a	gc:FloatValue	14.8	gc:cm-1
ex:freqval_caa004a_8	Frequency mode 8 caa004a	gc:FloatValue	42.71	gc:cm-1
ex:freqval_caa004a_9	Frequency mode 9 caa004a	gc:FloatValue	52.56	gc:cm-1
ex:freqval_caa004a_10	Frequency mode 10 caa004a	gc:FloatValue	86.98	gc:cm-1
ex:freqval_caa004a_11	Frequency mode 11 caa004a	gc:FloatValue	135.82	gc:cm-1
ex:freqval_caa004a_12	Frequency mode 12 caa004a	gc:FloatValue	216.24	gc:cm-1
ex:freqval_caa004a_13	Frequency mode 13 caa004a	gc:FloatValue	218.37	gc:cm-1
ex:freqval_caa004a_14	Frequency mode 14 caa004a	gc:FloatValue	294.13	gc:cm-1
ex:freqval_caa004a_15	Frequency mode 15 caa004a	gc:FloatValue	345.65	gc:cm-1
ex:freqval_caa004a_16	Frequency mode 16 caa004a	gc:FloatValue	386.18	gc:cm-1
ex:freqval_caa004a_17	Frequency mode 17 caa004a	gc:FloatValue	424.54	gc:cm-1
ex:freqval_caa004a_18	Frequency mode 18 caa004a	gc:FloatValue	465.16	gc:cm-1
ex:freqval_caa004a_19	Frequency mode 19 caa004a	gc:FloatValue	546.36	gc:cm-1
ex:freqval_caa004a_20	Frequency mode 20 caa004a	gc:FloatValue	715.5	gc:cm-1
ex:freqval_caa004a_21	Frequency mode 21 caa004a	gc:FloatValue	883.78	gc:cm-1
ex:freqval_caa004a_22	Frequency mode 22 caa004a	gc:FloatValue	982.58	gc:cm-1
ex:freqval_caa004a_23	Frequency mode 23 caa004a	gc:FloatValue	1044.47	gc:cm-1
ex:freqval_caa004a_24	Frequency mode 24 caa004a	gc:FloatValue	1081.78	gc:cm-1
ex:freqval_caa004a_25	Frequency mode 25 caa004a	gc:FloatValue	1206.81	gc:cm-1
ex:freqval_caa004a_26	Frequency mode 26 caa004a	gc:FloatValue	1293.32	gc:cm-1
ex:freqval_caa004a_27	Frequency mode 27 caa004a	gc:FloatValue	1324.43	gc:cm-1
ex:freqval_caa004a_28	Frequency mode 28 caa004a	gc:FloatValue	1371.49	gc:cm-1
ex:freqval_caa004a_29	Frequency mode 29 caa004a	gc:FloatValue	1439.74	gc:cm-1
ex:freqval_caa004a_30	Frequency mode 30 caa004a	gc:FloatValue	1478.94	gc:cm-1
ex:freqval_caa004a_31	Frequency mode 31 caa004a	gc:FloatValue	1503.9	gc:cm-1
ex:freqval_caa004a_32	Frequency mode 32 caa004a	gc:FloatValue	1755.51	gc:cm-1
ex:freqval_caa004a_33	Frequency mode 33 caa004a	gc:FloatValue	3134.22	gc:cm-1
ex:freqval_caa004a_34	Frequency mode 34 caa004a	gc:FloatValue	3179.85	gc:cm-1
ex:freqval_caa004a_35	Frequency mode 35 caa004a	gc:FloatValue	3270.03	gc:cm-1
ex:freqval_caa004a_36	Frequency mode 36 caa004a	gc:FloatValue	3595.81	gc:cm-1
ex:freqval_caa004a_37	Frequency mode 37 caa004a	gc:FloatValue	3603.13	gc:cm-1
ex:freqval_caa004a_38	Frequency mode 38 caa004a	gc:FloatValue	3633.35	gc:cm-1
ex:freqval_caa004a_39	Frequency mode 39 caa004a	gc:FloatValue	3728.73	gc:cm-1
ex:intval_caa004a_1	IR intensity mode 1 caa004a	gc:FloatValue	0.19649	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_2	IR intensity mode 2 caa004a	gc:FloatValue	0.0217	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_3	IR intensity mode 3 caa004a	gc:FloatValue	6e-05	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_4	IR intensity mode 4 caa004a	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_5	IR intensity mode 5 caa004a	gc:FloatValue	0	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_6	IR intensity mode 6 caa004a	gc:FloatValue	1.13852	gc:debyeSquaredPerAmuAngstromSquared
ex:intval_caa004a_7	IR intensity mode 7 caa004a	gc:FloatValue	0.08745	gc:debyeSquaredPerAmuAngstromSquared
