ex:peak_caa002b_10	Mode 10 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_10	ex:intval_caa002b_10
ex:peak_caa002b_11	Mode 11 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_11	ex:intval_caa002b_11
ex:peak_caa002b_12	Mode 12 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_12	ex:intval_caa002b_12
ex:peak_caa002b_13	Mode 13 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_13	ex:intval_caa002b_13
ex:peak_caa002b_14	Mode 14 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_14	ex:intval_caa002b_14
ex:peak_caa002b_15	Mode 15 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_15	ex:intval_caa002b_15
ex:peak_caa002b_16	Mode 16 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_16	ex:intval_caa002b_16
ex:peak_caa002b_17	Mode 17 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_17	ex:intval_caa002b_17
ex:peak_caa002b_18	Mode 18 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_18	ex:intval_caa002b_18
ex:peak_caa002b_19	Mode 19 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_19	ex:intval_caa002b_19
ex:peak_caa002b_20	Mode 20 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_20	ex:intval_caa002b_20
ex:peak_caa002b_21	Mode 21 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_21	ex:intval_caa002b_21
ex:peak_caa002b_22	Mode 22 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_22	ex:intval_caa002b_22
ex:peak_caa002b_23	Mode 23 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_23	ex:intval_caa002b_23
ex:peak_caa002b_24	Mode 24 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_24	ex:intval_caa002b_24
ex:peak_caa002b_25	Mode 25 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_25	ex:intval_caa002b_25
ex:peak_caa002b_26	Mode 26 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_26	ex:intval_caa002b_26
ex:peak_caa002b_27	Mode 27 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_27	ex:intval_caa002b_27
ex:peak_caa002b_28	Mode 28 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_28	ex:intval_caa002b_28
ex:peak_caa002b_29	Mode 29 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_29	ex:intval_caa002b_29
ex:peak_caa002b_30	Mode 30 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_30	ex:intval_caa002b_30
ex:peak_caa002b_31	Mode 31 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_31	ex:intval_caa002b_31
ex:peak_caa002b_32	Mode 32 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_32	ex:intval_caa002b_32
ex:peak_caa002b_33	Mode 33 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_33	ex:intval_caa002b_33
ex:peak_caa002b_34	Mode 34 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_34	ex:intval_caa002b_34
ex:peak_caa002b_35	Mode 35 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_35	ex:intval_caa002b_35
ex:peak_caa002b_36	Mode 36 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_36	ex:intval_caa002b_36
ex:peak_caa002b_37	Mode 37 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_37	ex:intval_caa002b_37
ex:peak_caa002b_38	Mode 38 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_38	ex:intval_caa002b_38
ex:peak_caa002b_39	Mode 39 caa002b	gc:FrequencyPeak	ex:freqval_caa002b_39	ex:intval_caa002b_39
ex:peak_caa003a_1	Mode 1 caa003a (imaginary)	gc:FrequencyPeak	ex:freqval_caa003a_1	ex:intval_caa003a_1
ex:peak_caa003a_2	Mode 2 caa003a (imaginary)	gc:FrequencyPeak	ex:freqval_caa003a_2	ex:intval_caa003a_2
ex:peak_caa003a_3	Mode 3 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_3	ex:intval_caa003a_3
ex:peak_caa003a_4	Mode 4 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_4	ex:intval_caa003a_4
ex:peak_caa003a_5	Mode 5 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_5	ex:intval_caa003a_5
ex:peak_caa003a_6	Mode 6 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_6	ex:intval_caa003a_6
ex:peak_caa003a_7	Mode 7 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_7	ex:intval_caa003a_7
ex:peak_caa003a_8	Mode 8 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_8	ex:intval_caa003a_8
ex:peak_caa003a_9	Mode 9 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_9	ex:intval_caa003a_9
ex:peak_caa003a_10	Mode 10 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_10	ex:intval_caa003a_10
ex:peak_caa003a_11	Mode 11 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_11	ex:intval_caa003a_11
ex:peak_caa003a_12	Mode 12 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_12	ex:intval_caa003a_12
ex:peak_caa003a_13	Mode 13 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_13	ex:intval_caa003a_13
ex:peak_caa003a_14	Mode 14 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_14	ex:intval_caa003a_14
ex:peak_caa003a_15	Mode 15 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_15	ex:intval_caa003a_15
ex:peak_caa003a_16	Mode 16 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_16	ex:intval_caa003a_16
ex:peak_caa003a_17	Mode 17 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_17	ex:intval_caa003a_17
ex:peak_caa003a_18	Mode 18 caa003a	gc:FrequencyPeak	ex:freqval_caa003a_18	ex:intval_caa003a_18
