ID	Label	Type	hasIndex	hasPathEnergy
ID	LABEL	TYPE	I gc:hasIndex	I gc:hasPathEnergy
ex:pathpoint_caa005bTSaIRCf_146	Path point 146 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	146	ex:pathenergy_caa005bTSaIRCf_146
ex:pathpoint_caa005bTSaIRCf_147	Path point 147 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	147	ex:pathenergy_caa005bTSaIRCf_147
ex:pathpoint_caa005bTSaIRCf_148	Path point 148 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	148	ex:pathenergy_caa005bTSaIRCf_148
ex:pathpoint_caa005bTSaIRCf_149	Path point 149 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	149	ex:pathenergy_caa005bTSaIRCf_149
ex:pathpoint_caa005bTSaIRCf_150	Path point 150 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	150	ex:pathenergy_caa005bTSaIRCf_150
ex:pathpoint_caa005bTSaIRCf_151	Path point 151 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	151	ex:pathenergy_caa005bTSaIRCf_151
ex:pathpoint_caa005bTSaIRCf_152	Path point 152 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	152	ex:pathenergy_caa005bTSaIRCf_152
ex:pathpoint_caa005bTSaIRCf_153	Path point 153 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	153	ex:pathenergy_caa005bTSaIRCf_153
ex:pathpoint_caa005bTSaIRCf_154	Path point 154 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	154	ex:pathenergy_caa005bTSaIRCf_154
ex:pathpoint_caa005bTSaIRCf_155	Path point 155 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	155	ex:pathenergy_caa005bTSaIRCf_155
ex:pathpoint_caa005bTSaIRCf_156	Path point 156 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	156	ex:pathenergy_caa005bTSaIRCf_156
ex:pathpoint_caa005bTSaIRCf_157	Path point 157 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	157	ex:pathenergy_caa005bTSaIRCf_157
ex:pathpoint_caa005bTSaIRCf_158	Path point 158 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	158	ex:pathenergy_caa005bTSaIRCf_158
ex:pathpoint_caa005bTSaIRCf_159	Path point 159 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	159	ex:pathenergy_caa005bTSaIRCf_159
ex:pathpoint_caa005bTSaIRCf_160	Path point 160 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	160	ex:pathenergy_caa005bTSaIRCf_160
ex:pathpoint_caa005bTSaIRCf_161	Path point 161 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	161	ex:pathenergy_caa005bTSaIRCf_161
ex:pathpoint_caa005bTSaIRCf_162	Path point 162 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	162	ex:pathenergy_caa005bTSaIRCf_162
ex:pathpoint_caa005bTSaIRCf_163	Path point 163 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	163	ex:pathenergy_caa005bTSaIRCf_163
ex:pathpoint_caa005bTSaIRCf_164	Path point 164 (backward) caa005bTSaIRCf	gc:ReactionPathPoint	164	ex:pathenergy_caa005bTSaIRCf_164
