ID	Label	Type	used	generated	wasGeneratedBy	fileURL	sha256	hasMethod	hasBasisSet	hasSolvent	hasSolvationModel	hasRuntyp	hasHssend
ex:exp_caa004f	Vibrational analysis caa004f	gc:VibrationalAnalysis	ex:file_caa004f_inp	ex:file_caa004f_dat|ex:file_caa004f_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004f_inp	Input file caa004f	ex:InputFile			ex:exp_caa004e	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004f.inp	0efb727a7e167389d29864083ead5d180a445b17ce6a3ac889b634bb52228b31						
ex:file_caa004f_dat	Output data caa004f	ex:DataFile			ex:exp_caa004f								
ex:file_caa004f_log	Output log caa004f	ex:LogFile			ex:exp_caa004f	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004f.log	237777a958b62284cf7a4e96b69b96de4620d03a32bbc476e74b601a7764d976						
													
ex:exp_caa004g	Vibrational analysis caa004g	gc:VibrationalAnalysis	ex:file_caa004g_inp	ex:file_caa004g_dat|ex:file_caa004g_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004g_inp	Input file caa004g	ex:InputFile			ex:exp_caa004f	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004g.inp	b10153c9321f98d501746f53bc2d5477b4023e516ea2aa9e35531a9ac1a54720						
ex:file_caa004g_dat	Output data caa004g	ex:DataFile			ex:exp_caa004g								
ex:file_caa004g_log	Output log caa004g	ex:LogFile			ex:exp_caa004g	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004g.log	17baee066d168580a188f1b26ddc8f931493e06e1516d5a3401616a2d94fd9b4						
													
ex:exp_caa004h	Vibrational analysis caa004h	gc:VibrationalAnalysis	ex:file_caa004h_inp	ex:file_caa004h_dat|ex:file_caa004h_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004h_inp	Input file caa004h	ex:InputFile			ex:exp_caa004g	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004h.inp	3afbda05d38d6b367ca6be7addabfd388d30ee43908d0225e84174006434e363						
ex:file_caa004h_dat	Output data caa004h	ex:DataFile			ex:exp_caa004h								
ex:file_caa004h_log	Output log caa004h	ex:LogFile			ex:exp_caa004h	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004h.log	cb6d72896741940b4cb6d962d19526b54509299ff207fd17ae38ee3cd790bed3						
													
ex:exp_caa004j	Vibrational analysis caa004j	gc:VibrationalAnalysis	ex:file_caa004j_inp	ex:file_caa004j_dat|ex:file_caa004j_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004j_inp	Input file caa004j	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004j.inp	6b8a4e8ead1952746e1709713dbd7beabcdb5ed9719ef7d46fac5ab67f89bd18						
ex:file_caa004j_dat	Output data caa004j	ex:DataFile			ex:exp_caa004j								
ex:file_caa004j_log	Output log caa004j	ex:LogFile			ex:exp_caa004j	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004j.log	6dcfa2ab35ea1d6277bae9c0a5170f465acc2286440ebd9b7f60950bdd8b7180						
													
ex:exp_caa004k	Vibrational analysis caa004k	gc:VibrationalAnalysis	ex:file_caa004k_inp	ex:file_caa004k_dat|ex:file_caa004k_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004k_inp	Input file caa004k	ex:InputFile			ex:exp_caa004j	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004k.inp	6b8a4e8ead1952746e1709713dbd7beabcdb5ed9719ef7d46fac5ab67f89bd18						
ex:file_caa004k_dat	Output data caa004k	ex:DataFile			ex:exp_caa004k								
ex:file_caa004k_log	Output log caa004k	ex:LogFile			ex:exp_caa004k	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004k.log	3bc454c0f9c844a09d7d40d5cb87a3392c39076532c6462b1a50de1d2e37592e						
													
ex:exp_caa004l	Vibrational analysis caa004l	gc:VibrationalAnalysis	ex:file_caa004l_inp	ex:file_caa004l_dat|ex:file_caa004l_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004l_inp	Input file caa004l	ex:InputFile			ex:exp_caa004k	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004l.inp	db5d1052d20d91c04f87c73674f35b71f040c6b76331cb5f9df0d2d5bf9e9fbf						
ex:file_caa004l_dat	Output data caa004l	ex:DataFile			ex:exp_caa004l								
ex:file_caa004l_log	Output log caa004l	ex:LogFile			ex:exp_caa004l	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004l.log	1103daa3846c4a4e6417909ecf095af58ed55e241ff67725ab93fbe4904e512f						
													
ex:exp_caa004m	Vibrational analysis caa004m	gc:VibrationalAnalysis	ex:file_caa004m_inp	ex:file_caa004m_dat|ex:file_caa004m_log				wB97X-D	3-21G	water	PCM	OPTIMIZE	true
ex:file_caa004m_inp	Input file caa004m	ex:InputFile			ex:exp_caa004l	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa004m.inp	0d5ddd6042bf396ba854fbd3af542aa5ad429cf5fad29ea8b2439c2920901479						
ex:file_caa004m_dat	Output data caa004m	ex:DataFile			ex:exp_caa004m								
ex:file_caa004m_log	Output log caa004m	ex:LogFile			ex:exp_caa004m	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa004m.log	a34c1eb0e4cceeaaffc76959adf9b86c896a27dfe068878d3d2513d87e483188						
													
ex:exp_caa005a	Vibrational analysis caa005a	gc:VibrationalAnalysis	ex:file_caa005a_inp	ex:file_caa005a_dat|ex:file_caa005a_log				wB97X-D	6-21G+(p)	water	PCM	OPTIMIZE	true
ex:file_caa005a_inp	Input file caa005a	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005a.inp	7500c8acf3df29bfee2fd7e96af49bfb6afe42d7886f7e3c0ac1b4f1dd68da1c						
ex:file_caa005a_dat	Output data caa005a	ex:DataFile			ex:exp_caa005a								
ex:file_caa005a_log	Output log caa005a	ex:LogFile			ex:exp_caa005a	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005a.log	22068eb58746ac7b188006b396950395d2a78a40335845685794e5165684d6dd						
													
ex:exp_caa005b-cl-atom-basischeck	Single point caa005b-cl-atom-basischeck	gc:SinglePoint	ex:file_caa005b-cl-atom-basischeck_inp	ex:file_caa005b-cl-atom-basischeck_dat|ex:file_caa005b-cl-atom-basischeck_log				UHF	Basis set specified in $DATA block - not automatically extracted			ENERGY	
ex:file_caa005b-cl-atom-basischeck_inp	Input file caa005b-cl-atom-basischeck	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005b-cl-atom-basischeck.inp	2da612629bc053263e09452a295d7120b21c20a312b64714efed8a8bce0abc7e						
ex:file_caa005b-cl-atom-basischeck_dat	Output data caa005b-cl-atom-basischeck	ex:DataFile			ex:exp_caa005b-cl-atom-basischeck								
ex:file_caa005b-cl-atom-basischeck_log	Output log caa005b-cl-atom-basischeck	ex:LogFile			ex:exp_caa005b-cl-atom-basischeck	file:////home/darren/Projects/active/ont_mm/examples/caa/outputs/caa005b-cl-atom-basischeck.log	ecbc086e362f72ed9abe29277b6ed958305cf9574b37515b2fab29c90a24a5cf						
													
ex:exp_caa005b-cl-atom-extfil-test	Single point caa005b-cl-atom-extfil-test	gc:SinglePoint	ex:file_caa005b-cl-atom-extfil-test_inp	ex:file_caa005b-cl-atom-extfil-test_dat|ex:file_caa005b-cl-atom-extfil-test_log				wB97X-D	Custom/mixed basis (BASNAM) - see input file			ENERGY	
ex:file_caa005b-cl-atom-extfil-test_inp	Input file caa005b-cl-atom-extfil-test	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/caa/inputs/caa005b-cl-atom-extfil-test.inp	a57145067dd37510ba7b2fa3b0c719242f9f8c1119dd68a6ec919cdd3ec1e9b7						
ex:file_caa005b-cl-atom-extfil-test_dat	Output data caa005b-cl-atom-extfil-test	ex:DataFile			ex:exp_caa005b-cl-atom-extfil-test								
