ID	Label	Type	hasShielding	hasNmrShieldingIsotropic	hasNmrShieldingAnisotropy
ID	LABEL	TYPE	I gc:hasShielding	I gc:hasNmrShieldingIsotropic	I gc:hasNmrShieldingAnisotropy
