ID	Label	Type	hasConstraint	involvesAtom1	involvesAtom2	involvesAtom3	involvesAtom4	targetValue	hasUnit	constraintMode	forceConstant
ID	LABEL	TYPE	I gc:hasConstraint	I gc:involvesAtom1	I gc:involvesAtom2	I gc:involvesAtom3	I gc:involvesAtom4	A gc:targetValue	A gc:hasUnit	A gc:constraintMode	A gc:forceConstant
											
