ID	Label	Type	used	generated	wasGeneratedBy	fileURL	sha256	hasMethod	hasBasisSet	hasSolvent	hasSolvationModel	hasRuntyp	hasHssend
ex:exp_aa002-water-bare	Vibrational analysis aa002-water-bare	gc:VibrationalAnalysis	ex:file_aa002-water-bare_inp	ex:file_aa002-water-bare_dat|ex:file_aa002-water-bare_log				wB97X-D	6-21G+(d,p)	water	PCM	OPTIMIZE	true
ex:file_aa002-water-bare_inp	Input file aa002-water-bare	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/aa/inputs/aa002-water-bare.inp	bccbda6fdda4885ce7f2732c6f2f51677aeec789968328680b6f0ecf073293e5						
ex:file_aa002-water-bare_dat	Output data aa002-water-bare	ex:DataFile			ex:exp_aa002-water-bare								
ex:file_aa002-water-bare_log	Output log aa002-water-bare	ex:LogFile			ex:exp_aa002-water-bare	file:////home/darren/Projects/active/ont_mm/examples/aa/outputs/aa002-water-bare.log	7c6622993eb1d33d145b5d1fd3fb6661bd569b5ed88e4c30d0d9b11d0fb06ed5						
													
ex:exp_aa002-water-pcseg2	Single point aa002-water-pcseg2	gc:SinglePoint	ex:file_aa002-water-pcseg2_inp	ex:file_aa002-water-pcseg2_dat|ex:file_aa002-water-pcseg2_log				wB97X-D	PCSEG-2	water	PCM	ENERGY	
ex:file_aa002-water-pcseg2_inp	Input file aa002-water-pcseg2	ex:InputFile			ex:avogadro_build	file:////home/darren/Projects/active/ont_mm/examples/aa/inputs/aa002-water-pcseg2.inp	3df728b89a8658f5e771d5c35bc3af7bbe4472e4f080952230bfd64e59f876a5						
ex:file_aa002-water-pcseg2_dat	Output data aa002-water-pcseg2	ex:DataFile			ex:exp_aa002-water-pcseg2								
ex:file_aa002-water-pcseg2_log	Output log aa002-water-pcseg2	ex:LogFile			ex:exp_aa002-water-pcseg2	file:////home/darren/Projects/active/ont_mm/examples/aa/outputs/aa002-water-pcseg2.log	e3efed41d8c94b35cdd0ff7a1d28d6fea2d7c370f71324b4db45f3d5a5b2f7c5						
													
