ID	Label	Type	hasIndex	hasPathEnergy
ID	LABEL	TYPE	I gc:hasIndex	I gc:hasPathEnergy
ex:pathpoint_aa001e_102	Path point 102 (backward) aa001e	gc:ReactionPathPoint	102	ex:pathenergy_aa001e_102
ex:pathpoint_aa001e_103	Path point 103 (backward) aa001e	gc:ReactionPathPoint	103	ex:pathenergy_aa001e_103
ex:pathpoint_aa001e_104	Path point 104 (backward) aa001e	gc:ReactionPathPoint	104	ex:pathenergy_aa001e_104
ex:pathpoint_aa001e_105	Path point 105 (backward) aa001e	gc:ReactionPathPoint	105	ex:pathenergy_aa001e_105
ex:pathpoint_aa001e_106	Path point 106 (backward) aa001e	gc:ReactionPathPoint	106	ex:pathenergy_aa001e_106
ex:pathpoint_aa001e_107	Path point 107 (backward) aa001e	gc:ReactionPathPoint	107	ex:pathenergy_aa001e_107
ex:pathpoint_aa001e_108	Path point 108 (backward) aa001e	gc:ReactionPathPoint	108	ex:pathenergy_aa001e_108
ex:pathpoint_aa001e_109	Path point 109 (backward) aa001e	gc:ReactionPathPoint	109	ex:pathenergy_aa001e_109
ex:pathpoint_aa001e_110	Path point 110 (backward) aa001e	gc:ReactionPathPoint	110	ex:pathenergy_aa001e_110
ex:pathpoint_aa001e_111	Path point 111 (backward) aa001e	gc:ReactionPathPoint	111	ex:pathenergy_aa001e_111
ex:pathpoint_aa001e_112	Path point 112 (backward) aa001e	gc:ReactionPathPoint	112	ex:pathenergy_aa001e_112
ex:pathpoint_aa001e_113	Path point 113 (backward) aa001e	gc:ReactionPathPoint	113	ex:pathenergy_aa001e_113
ex:pathpoint_aa001e_114	Path point 114 (backward) aa001e	gc:ReactionPathPoint	114	ex:pathenergy_aa001e_114
ex:pathpoint_aa001e_115	Path point 115 (backward) aa001e	gc:ReactionPathPoint	115	ex:pathenergy_aa001e_115
ex:pathpoint_aa001e_116	Path point 116 (backward) aa001e	gc:ReactionPathPoint	116	ex:pathenergy_aa001e_116
ex:pathpoint_aa001e_117	Path point 117 (backward) aa001e	gc:ReactionPathPoint	117	ex:pathenergy_aa001e_117
ex:pathpoint_aa001e_118	Path point 118 (backward) aa001e	gc:ReactionPathPoint	118	ex:pathenergy_aa001e_118
ex:pathpoint_aa001e_119	Path point 119 (backward) aa001e	gc:ReactionPathPoint	119	ex:pathenergy_aa001e_119
ex:pathpoint_aa001e_120	Path point 120 (backward) aa001e	gc:ReactionPathPoint	120	ex:pathenergy_aa001e_120
ex:pathpoint_aa001e_121	Path point 121 (backward) aa001e	gc:ReactionPathPoint	121	ex:pathenergy_aa001e_121
ex:pathpoint_aa001e_122	Path point 122 (backward) aa001e	gc:ReactionPathPoint	122	ex:pathenergy_aa001e_122
ex:pathpoint_aa001e_123	Path point 123 (backward) aa001e	gc:ReactionPathPoint	123	ex:pathenergy_aa001e_123
ex:pathpoint_aa001e_124	Path point 124 (backward) aa001e	gc:ReactionPathPoint	124	ex:pathenergy_aa001e_124
ex:pathpoint_aa001e_125	Path point 125 (backward) aa001e	gc:ReactionPathPoint	125	ex:pathenergy_aa001e_125
ex:pathpoint_aa001e_126	Path point 126 (backward) aa001e	gc:ReactionPathPoint	126	ex:pathenergy_aa001e_126
ex:pathpoint_aa001e_127	Path point 127 (backward) aa001e	gc:ReactionPathPoint	127	ex:pathenergy_aa001e_127
ex:pathpoint_aa001e_128	Path point 128 (backward) aa001e	gc:ReactionPathPoint	128	ex:pathenergy_aa001e_128
ex:pathpoint_aa001e_129	Path point 129 (backward) aa001e	gc:ReactionPathPoint	129	ex:pathenergy_aa001e_129
ex:pathpoint_aa001e_130	Path point 130 (backward) aa001e	gc:ReactionPathPoint	130	ex:pathenergy_aa001e_130
ex:pathpoint_aa001e_131	Path point 131 (backward) aa001e	gc:ReactionPathPoint	131	ex:pathenergy_aa001e_131
ex:pathpoint_aa001e_132	Path point 132 (backward) aa001e	gc:ReactionPathPoint	132	ex:pathenergy_aa001e_132
